Price,Close,High,Low,Open,Volume
Ticker,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X
Date,,,,,
2020-06-03,4.821599960327148,5.200500011444092,4.818515777587891,5.199100017547607,0
2020-06-10,5.153206825256348,5.361299991607666,4.847562789916992,4.899499893188477,0
2020-06-17,5.2519001960754395,5.38070011138916,5.140500068664551,5.242800235748291,0
2020-06-24,5.402100086212158,5.504799842834473,5.148539066314697,5.151000022888184,0
2020-07-01,5.354300022125244,5.465569019317627,5.140500068664551,5.461400032043457,0
2020-07-08,5.401500225067139,5.4496002197265625,5.241000175476074,5.377699851989746,0
2020-07-15,5.327700138092041,5.3867998123168945,5.1803998947143555,5.367000102996826,0
2020-07-22,5.141421794891357,5.24970006942749,5.092899799346924,5.169000148773193,0
2020-07-29,5.318699836730957,5.373899936676025,5.111319065093994,5.151400089263916,0
2020-08-05,5.480500221252441,5.483699798583984,5.232500076293945,5.290200233459473,0
2020-08-12,5.508299827575684,5.509799957275391,5.35699987411499,5.380300045013428,0
2020-08-19,5.610599994659424,5.6678009033203125,5.4348249435424805,5.466899871826172,0
2020-08-26,5.490900039672852,5.617400169372559,5.3557000160217285,5.507199764251709,0
2020-09-02,5.298299789428711,5.422366142272949,5.248000144958496,5.396699905395508,0
2020-09-09,5.2683000564575195,5.36359977722168,5.219299793243408,5.361199855804443,0
2020-09-16,5.412600040435791,5.494699954986572,5.192558765411377,5.274600028991699,0
2020-09-23,5.660200119018555,5.667500019073486,5.467054843902588,5.4704999923706055,0
2020-09-30,5.573400020599365,5.687300205230713,5.484499931335449,5.630499839782715,0
2020-10-07,5.529699802398682,5.643099784851074,5.510700225830078,5.592800140380859,0
2020-10-14,5.605599880218506,5.645899772644043,5.533100128173828,5.56790018081665,0
2020-10-21,5.622700214385986,5.660200119018555,5.563704013824463,5.6041998863220215,0
2020-10-28,5.741099834442139,5.803500175476074,5.650599956512451,5.705100059509277,0
2020-11-04,5.384699821472168,5.7617998123168945,5.223599910736084,5.75540018081665,0
2020-11-11,5.414899826049805,5.522600173950195,5.337858200073242,5.41379976272583,0
2020-11-18,5.4405999183654785,5.446000099182129,5.275786876678467,5.327600002288818,0
2020-11-25,5.331099987030029,5.395500183105469,5.243199825286865,5.372600078582764,0
2020-12-02,5.098299980163574,5.251585006713867,5.055500030517578,5.204800128936768,0
2020-12-09,5.117700099945068,5.170100212097168,5.009974002838135,5.11929988861084,0
2020-12-16,5.118937969207764,5.220300197601318,5.0416998863220215,5.0808000564575195,0
2020-12-23,5.2459001541137695,5.305500030517578,5.127974033355713,5.156904220581055,0
2020-12-30,5.295300006866455,5.350299835205078,5.116399765014648,5.208600044250488,0
2021-01-06,5.48769998550415,5.51200008392334,5.231206893920898,5.2845001220703125,0
2021-01-13,5.2947998046875,5.349999904632568,5.193142890930176,5.321100234985352,0
2021-01-20,5.4654998779296875,5.484000205993652,5.233826160430908,5.356200218200684,0
2021-01-27,5.430500030517578,5.503699779510498,5.3491997718811035,5.354000091552734,0
2021-02-03,5.364299774169922,5.453100204467773,5.307300090789795,5.365368843078613,0
2021-02-10,5.368000030517578,5.43209981918335,5.333690166473389,5.3765997886657715,0
2021-02-17,5.463399887084961,5.528031826019287,5.3643999099731445,5.369500160217285,0
2021-02-24,5.640699863433838,5.730000019073486,5.389699935913086,5.439499855041504,0
2021-03-03,5.874599933624268,5.877500057220459,5.545100212097168,5.675000190734863,0
2021-03-10,5.614500045776367,5.810800075531006,5.495756149291992,5.801199913024902,0
2021-03-17,5.505499839782715,5.6774001121521,5.46019983291626,5.623000144958496,0
2021-03-24,5.780799865722656,5.802800178527832,5.491138935089111,5.519700050354004,0
2021-03-31,5.662700176239014,5.77269983291626,5.599270820617676,5.771299839019775,0
2021-04-07,5.7322001457214355,5.753300189971924,5.543353080749512,5.593200206756592,0
2021-04-14,5.545300006866455,5.731100082397461,5.501898765563965,5.71619987487793,0
2021-04-21,5.435299873352051,5.569799900054932,5.415767192840576,5.567999839782715,0
2021-04-28,5.4380998611450195,5.478099822998047,5.316003799438477,5.450900077819824,0
2021-05-05,5.2221999168396,5.444300174713135,5.198400020599365,5.443399906158447,0
2021-05-12,5.271500110626221,5.319200038909912,5.210000038146973,5.22130012512207,0
2021-05-19,5.31850004196167,5.366300106048584,5.257331848144531,5.2596001625061035,0
2021-05-26,5.216599941253662,5.339399814605713,5.145081043243408,5.330399990081787,0
2021-06-02,5.045199871063232,5.171800136566162,5.0183000564575195,5.150000095367432,0
2021-06-09,5.058599948883057,5.13640022277832,5.0183000564575195,5.035200119018555,0
2021-06-16,5.0131001472473145,5.0960001945495605,4.980167865753174,5.043097019195557,0
2021-06-23,4.924799919128418,4.977099895477295,4.89300012588501,4.956147193908691,0
2021-06-30,5.088459014892578,5.200099945068359,4.945499897003174,4.953179836273193,0
2021-07-07,5.172699928283691,5.309000015258789,5.150934219360352,5.1936140060424805,0
2021-07-14,5.250899791717529,5.291500091552734,5.055826187133789,5.161399841308594,0
2021-07-21,5.1753997802734375,5.275199890136719,5.147600173950195,5.219399929046631,0
2021-07-28,5.174600124359131,5.271200180053711,5.042596817016602,5.168600082397461,0
2021-08-04,5.231800079345703,5.296500205993652,5.110000133514404,5.196700096130371,0
2021-08-11,5.259699821472168,5.294000148773193,5.158999919891357,5.188600063323975,0
2021-08-18,5.379899978637695,5.471799850463867,5.25629997253418,5.294300079345703,0
2021-08-25,5.1828999519348145,5.26669979095459,5.115799903869629,5.2459001541137695,0
2021-09-01,5.169300079345703,5.208700180053711,5.131100177764893,5.147380828857422,0
2021-09-08,5.213200092315674,5.330900192260742,5.1631622314453125,5.168799877166748,0
2021-09-15,5.323200225830078,5.344799995422363,5.1925950050354,5.23859977722168,0
2021-09-22,5.390399932861328,5.439300060272217,5.248198986053467,5.269199848175049,0
2021-09-29,5.453199863433838,5.4720001220703125,5.360000133514404,5.427499771118164,0
2021-10-06,5.535999774932861,5.536300182342529,5.452890872955322,5.475399971008301,0
2021-10-13,5.511300086975098,5.5706000328063965,5.432799816131592,5.531700134277344,0
2021-10-20,5.5543999671936035,5.752200126647949,5.53463888168335,5.583799839019775,0
2021-10-27,5.678899765014648,5.686200141906738,5.53280782699585,5.565499782562256,0
2021-11-03,5.543099880218506,5.695700168609619,5.472499847412109,5.678699970245361,0
2021-11-10,5.456299781799316,5.505000114440918,5.391600131988525,5.479100227355957,0
2021-11-17,5.585599899291992,5.660099983215332,5.466700077056885,5.501999855041504,0
2021-11-24,5.6006999015808105,5.664599895477295,5.546894073486328,5.571000099182129,0
2021-12-01,5.688000202178955,5.697700023651123,5.584700107574463,5.6209259033203125,0
2021-12-08,5.679699897766113,5.681399822235107,5.5152997970581055,5.612800121307373,0
2021-12-15,5.741300106048584,5.7519001960754395,5.646862030029297,5.680699825286865,0
2021-12-22,5.624100208282471,5.745299816131592,5.604817867279053,5.744100093841553,0
2021-12-29,5.68120002746582,5.707600116729736,5.460599899291992,5.627299785614014,0
2022-01-05,5.662199974060059,5.721799850463867,5.581573009490967,5.676000118255615,0
2022-01-12,5.5157999992370605,5.598800182342529,5.49370002746582,5.568399906158447,0
2022-01-19,5.486100196838379,5.566299915313721,5.399700164794922,5.565499782562256,0
2022-01-26,5.303100109100342,5.453999996185303,5.271399974822998,5.440295219421387,0
2022-02-02,5.262599945068359,5.348599910736084,5.250999927520752,5.264699935913086,0
2022-02-09,5.214000225067139,5.288000106811523,5.166287899017334,5.256488800048828,0
2022-02-16,5.102700233459473,5.184724807739258,5.046696186065674,5.1579999923706055,0
2022-02-23,5.158400058746338,5.166500091552734,4.996500015258789,5.057199954986572,0
2022-03-02,5.110499858856201,5.212399959564209,5.018599987030029,5.159900188446045,0
2022-03-09,5.121399879455566,5.149499893188477,4.98330020904541,5.059000015258789,0
2022-03-16,4.935200214385986,5.163700103759766,4.9029998779296875,5.1631999015808105,0
2022-03-23,4.764100074768066,4.9120001792907715,4.714928150177002,4.909999847412109,0
2022-03-30,4.593800067901611,4.790800094604492,4.575500011444092,4.756199836730957,0
2022-04-06,4.693600177764893,4.791299819946289,4.621500015258789,4.650700092315674,0
2022-04-13,4.6519999504089355,4.738100051879883,4.63700008392334,4.673099994659424,0
2022-04-20,4.876200199127197,4.995800018310547,4.606554985046387,4.664999961853027,0
2022-04-27,5.084700107574463,5.0858001708984375,4.8582282066345215,4.997799873352051,0
2022-05-04,5.160900115966797,5.162199974060059,4.903800964355469,4.958099842071533,0
2022-05-11,5.059700012207031,5.207499980926514,4.949100017547607,5.13129997253418,0
2022-05-18,4.813499927520752,4.978099822998047,4.774023056030273,4.9380998611450195,0
2022-05-25,4.752399921417236,4.858799934387207,4.6905999183654785,4.817800045013428,0
2022-06-01,4.7941999435424805,4.926400184631348,4.721499919891357,4.730400085449219,0
2022-06-08,5.113399982452393,5.134799957275391,4.84250020980835,4.867526054382324,0
2022-06-15,5.18720006942749,5.189000129699707,5.046274185180664,5.116099834442139,0
2022-06-22,5.236800193786621,5.273399829864502,5.120936870574951,5.122799873352051,0
2022-06-29,5.3282999992370605,5.401299953460693,5.177618980407715,5.266600131988525,0
2022-07-06,5.377200126647949,5.459700107574463,5.250875949859619,5.385200023651123,0
2022-07-13,5.436800003051758,5.486599922180176,5.350735187530518,5.436500072479248,0
2022-07-20,5.356299877166748,5.502299785614014,5.331600189208984,5.413099765777588,0
2022-07-27,5.184000015258789,5.35099983215332,5.127049922943115,5.350100040435791,0
2022-08-03,5.110099792480469,5.313000202178955,5.093100070953369,5.277699947357178,0
2022-08-10,5.095600128173828,5.160900115966797,5.0355000495910645,5.123700141906738,0
2022-08-17,5.156099796295166,5.2170000076293945,5.071300029754639,5.1417388916015625,0
2022-08-24,5.027200222015381,5.139699935913086,4.998009204864502,5.103499889373779,0
2022-08-31,5.153900146484375,5.24807596206665,5.093873023986816,5.1219000816345215,0
2022-09-07,5.0920000076293945,5.249199867248535,5.0669732093811035,5.247200012207031,0
2022-09-14,5.170899868011475,5.307600021362305,5.145421981811523,5.189799785614014,0
2022-09-21,5.389400005340576,5.393899917602539,5.112679958343506,5.141499996185303,0
2022-09-28,5.16349983215332,5.428299903869629,5.10890007019043,5.3780999183654785,0
2022-10-05,5.186800003051758,5.248899936676025,5.159780025482178,5.17579984664917,0
2022-10-12,5.2773590087890625,5.378499984741211,5.237907886505127,5.292099952697754,0
2022-10-19,5.30620002746582,5.35260009765625,5.134170055389404,5.239799976348877,0
2022-10-26,5.178800106048584,5.399843215942383,5.101500034332275,5.315199851989746,0
2022-11-02,5.153326988220215,5.244500160217285,4.997541904449463,5.142399787902832,0
2022-11-09,5.331200122833252,5.400899887084961,5.098262786865234,5.14300012588501,0
2022-11-16,5.318600177764893,5.5195770263671875,5.281799793243408,5.331699848175049,0
2022-11-23,5.364699840545654,5.423799991607666,5.2782769203186035,5.357699871063232,0
2022-11-30,5.28000020980835,5.315800189971924,5.1631999015808105,5.268199920654297,0
2022-12-07,5.321300029754639,5.348899841308594,5.193943977355957,5.234000205993652,0
2022-12-14,5.291600227355957,5.366154193878174,5.17786979675293,5.292799949645996,0
2022-12-21,5.21750020980835,5.291600227355957,5.116315841674805,5.198400020599365,0
2022-12-28,5.360130786895752,5.422100067138672,5.1894001960754395,5.292300224304199,0
2023-01-04,5.253699779510498,5.479400157928467,5.209530830383301,5.478499889373779,0
2023-01-11,5.145999908447266,5.231500148773193,5.0684428215026855,5.198299884796143,0
2023-01-18,5.205900192260742,5.249170780181885,5.064700126647949,5.099599838256836,0
2023-01-25,5.1149001121521,5.142899990081787,5.054416179656982,5.138400077819824,0
2023-02-01,5.145699977874756,5.205999851226807,4.941699981689453,5.072199821472168,0
2023-02-08,5.158400058746338,5.304565906524658,5.126577854156494,5.2093000411987305,0
2023-02-15,5.1666998863220215,5.2555999755859375,5.144326210021973,5.191500186920166,0
2023-02-22,5.199699878692627,5.2399001121521,5.109600067138672,5.166500091552734,0
2023-03-01,5.152200222015381,5.236700057983398,5.149921894073486,5.235899925231934,0
2023-03-08,5.245699882507324,5.278299808502197,5.10290002822876,5.190000057220459,0
2023-03-15,5.2357001304626465,5.321486949920654,5.214111804962158,5.251699924468994,0
2023-03-22,5.1971001625061035,5.336699962615967,5.147900104522705,5.240900039672852,0
2023-03-29,5.0630998611450195,5.182300090789795,5.036215782165527,5.164400100708008,0
2023-04-05,5.065299987792969,5.088699817657471,4.988999843597412,5.070700168609619,0
2023-04-12,4.939799785614014,5.006199836730957,4.895641803741455,5.004000186920166,0
2023-04-19,5.033400058746338,5.082099914550781,4.981914043426514,4.984300136566162,0
2023-04-26,4.9878997802734375,5.070400238037109,4.959331035614014,5.053100109100342,0
2023-05-03,5.007999897003174,5.048399925231934,4.939199924468994,5.038400173187256,0
2023-05-10,4.887899875640869,4.9893999099731445,4.885000228881836,4.985899925231934,0
2023-05-17,4.966100215911865,5.002099990844727,4.9328999519348145,4.9394001960754395,0
2023-05-24,5.018099784851074,5.063600063323975,4.935100078582764,4.971199989318848,0
2023-05-31,4.925600051879883,5.121399879455566,4.9045000076293945,5.034800052642822,0
2023-06-07,4.860599994659424,4.929200172424316,4.844746112823486,4.9120001792907715,0
2023-06-14,4.776899814605713,4.863399982452393,4.766300201416016,4.861000061035156,0
2023-06-21,4.767300128936768,4.814499855041504,4.737407207489014,4.789299964904785,0
2023-06-28,4.80649995803833,4.871600151062012,4.758143901824951,4.810500144958496,0
2023-07-05,4.898200035095215,4.9293999671936035,4.8368000984191895,4.839900016784668,0
2023-07-12,4.805799961090088,4.858399868011475,4.762413024902344,4.851500034332275,0
2023-07-19,4.725500106811523,4.8171000480651855,4.715330123901367,4.809299945831299,0
2023-07-26,4.724699974060059,4.78849983215332,4.695682048797607,4.748899936676025,0
2023-08-02,4.89900016784668,4.9368062019348145,4.778113842010498,4.791999816894531,0
2023-08-09,4.962100028991699,4.99560022354126,4.838523864746094,4.898600101470947,0
2023-08-16,4.978700160980225,4.99560022354126,4.922945976257324,4.9832000732421875,0
2023-08-23,4.872600078582764,4.941199779510498,4.843087196350098,4.937099933624268,0
2023-08-30,4.936200141906738,4.978400230407715,4.822085857391357,4.85129976272583,0
2023-09-06,4.9293999671936035,4.992099761962891,4.923482894897461,4.966700077056885,0
2023-09-13,4.853700160980225,4.960000038146973,4.835390090942383,4.946599960327148,0
2023-09-20,4.968299865722656,4.982900142669678,4.83873987197876,4.865799903869629,0
2023-09-27,5.020638942718506,5.065199851989746,4.983250141143799,4.986199855804443,0
