Price,Close,High,Low,Open,Volume
Ticker,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X
Date,,,,,
2023-01-01,5.224299907684326,5.479400157928467,5.224299907684326,5.2855000495910645,0
2023-01-08,5.0945000648498535,5.306399822235107,5.0684428215026855,5.224400043487549,0
2023-01-15,5.206399917602539,5.249170780181885,5.064700126647949,5.080699920654297,0
2023-01-22,5.107800006866455,5.214799880981445,5.054416179656982,5.206299781799316,0
2023-01-29,5.150899887084961,5.151000022888184,4.941699981689453,5.1072001457214355,0
2023-02-05,5.214099884033203,5.304565906524658,5.1333842277526855,5.149799823760986,0
2023-02-12,5.166500091552734,5.2555999755859375,5.126577854156494,5.213482856750488,0
2023-02-19,5.209000110626221,5.209799766540527,5.109600067138672,5.162700176239014,0
2023-02-26,5.194300174713135,5.2399001121521,5.1688737869262695,5.207799911499023,0
2023-03-05,5.21560001373291,5.215700149536133,5.10290002822876,5.194399833679199,0
2023-03-12,5.2778000831604,5.321486949920654,5.210000038146973,5.21560001373291,0
2023-03-19,5.244999885559082,5.336699962615967,5.201099872589111,5.2778000831604,0
2023-03-26,5.061800003051758,5.247499942779541,5.055200099945068,5.245100021362305,0
2023-04-02,5.054999828338623,5.097599983215332,5.004350185394287,5.061800003051758,0
2023-04-09,4.908199787139893,5.088699817657471,4.895641803741455,5.055059909820557,0
2023-04-16,5.047900199890137,5.0817999839782715,4.898399829864502,4.908299922943115,0
2023-04-23,4.985300064086914,5.082099914550781,4.973421096801758,5.048099994659424,0
2023-04-30,4.951600074768066,5.049499988555908,4.951600074768066,4.985199928283691,0
2023-05-07,4.919400215148926,5.033299922943115,4.908999919891357,4.951600074768066,0
2023-05-14,4.998799800872803,4.999499797821045,4.885000228881836,4.877737045288086,0
2023-05-21,4.992400169372559,5.035799980163574,4.935100078582764,4.994999885559082,0
2023-05-28,4.958099842071533,5.121399879455566,4.9435319900512695,4.992400169372559,0
2023-06-04,4.87755012512207,4.969799995422363,4.85830020904541,4.953499794006348,0
2023-06-11,4.81879997253418,4.895599842071533,4.8018999099731445,4.877049922943115,0
2023-06-18,4.779333114624023,4.827300071716309,4.737407207489014,4.81879997253418,0
2023-06-25,4.7895002365112305,4.871600151062012,4.750400066375732,4.721045970916748,0
2023-07-02,4.87060022354126,4.9293999671936035,4.758143901824951,4.7895002365112305,0
2023-07-09,4.790200233459473,4.9197998046875,4.762413024902344,4.859302997589111,0
2023-07-16,4.778600215911865,4.8470001220703125,4.7592878341674805,4.778670787811279,0
2023-07-23,4.729899883270264,4.779200077056885,4.695682048797607,4.772781848907471,0
2023-07-30,4.8719000816345215,4.918300151824951,4.702225208282471,4.729800224304199,0
2023-08-06,4.906400203704834,4.9368062019348145,4.838523864746094,4.871399879455566,0
2023-08-13,4.968800067901611,4.99560022354126,4.88312292098999,4.905900001525879,0
2023-08-20,4.872099876403809,4.993800163269043,4.853884220123291,4.94110107421875,0
2023-08-27,4.946499824523926,4.955900192260742,4.822085857391357,4.861298084259033,0
2023-09-03,4.985099792480469,4.992099761962891,4.906954765319824,4.946000099182129,0
2023-09-10,4.864999771118164,4.985599994659424,4.83936882019043,4.985099792480469,0
2023-09-17,4.9344000816345215,4.9359002113342285,4.835390090942383,4.865499973297119,0
2023-09-24,5.031400203704834,5.065199851989746,4.9303998947143555,4.895864009857178,0
2023-10-01,5.148600101470947,5.2153000831604,5.020638942718506,5.020638942718506,0
2023-10-08,5.078199863433838,5.17549991607666,5.019015789031982,5.120302200317383,0
2023-10-15,5.0329999923706055,5.095399856567383,5.008824825286865,5.07919979095459,0
2023-10-22,5.013599872589111,5.049708843231201,4.930200099945068,5.03249979019165,0
2023-10-29,4.899600028991699,5.06790018081665,4.877799987792969,5.010799884796143,0
2023-11-05,4.904300212860107,4.949699878692627,4.852466106414795,4.891570091247559,0
2023-11-12,4.904399871826172,4.940499782562256,4.819177150726318,4.904799938201904,0
2023-11-19,4.901299953460693,4.907400131225586,4.819177150726318,4.904300212860107,0
2023-11-26,4.8790998458862305,4.942699909210205,4.856947898864746,4.900899887084961,0
2023-12-03,4.930500030517578,4.964700222015381,4.857593059539795,4.900178909301758,0
2023-12-10,4.936600208282471,4.974599838256836,4.872499942779541,4.889311790466309,0
2023-12-17,4.857500076293945,4.949399948120117,4.853300094604492,4.919657230377197,0
2023-12-24,4.85099983215332,4.890900135040283,4.761507034301758,4.857600212097168,0
2023-12-31,4.873600006103516,4.933300018310547,4.838949203491211,4.838949203491211,0
2024-01-07,4.852700233459473,4.906400203704834,4.831500053405762,4.8730998039245605,0
2024-01-14,4.929999828338623,4.9527997970581055,4.8394999504089355,4.85290002822876,0
2024-01-21,4.914599895477295,4.998499870300293,4.895790100097656,4.929500102996826,0
2024-01-28,4.96750020980835,4.97730016708374,4.898522853851318,4.913599967956543,0
2024-02-04,4.951000213623047,5.014699935913086,4.932938098907471,4.967400074005127,0
2024-02-11,4.96560001373291,4.986299991607666,4.933578968048096,4.96433687210083,0
2024-02-18,4.99399995803833,4.995800018310547,4.892254829406738,4.948085784912109,0
2024-02-25,4.953199863433838,4.9959001541137695,4.910208225250244,4.993500232696533,0
2024-03-03,4.957099914550781,4.95959997177124,4.927864074707031,4.952700138092041,0
