Price,Close,High,Low,Open,Volume
Ticker,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X,USDBRL=X
Date,,,,,
2019-01-01,3.6612000465393066,3.895900011062622,3.6905999183654785,3.880000114440918,0
2019-01-08,3.659600019454956,3.73799991607666,3.673799991607666,3.7342000007629395,0
2019-01-15,3.750200033187866,3.777899980545044,3.6902999877929688,3.698199987411499,0
2019-01-22,3.7695999145507812,3.814300060272217,3.7102999687194824,3.751699924468994,0
2019-01-29,3.6572999954223633,3.7629001140594482,3.635200023651123,3.760200023651123,0
2019-02-05,3.728600025177002,3.771699905395508,3.6575000286102295,3.6672000885009766,0
2019-02-12,3.6468000411987305,3.791300058364868,3.6856000423431396,3.75600004196167,0
2019-02-19,3.746299982070923,3.769700050354004,3.6914000511169434,3.731800079345703,0
2019-02-26,3.721400022506714,3.7939000129699707,3.716599941253662,3.7500998973846436,0
2019-03-05,3.8134000301361084,3.8996999263763428,3.7588000297546387,3.7737998962402344,0
2019-03-12,3.812999963760376,3.8685998916625977,3.800600051879883,3.837100028991699,0
2019-03-19,3.9059998989105225,3.930799961090088,3.740000009536743,3.7904000282287598,0
2019-03-26,3.922499895095825,4.006400108337402,3.8285999298095703,3.853800058364868,0
2019-04-02,3.874000072479248,3.8854000568389893,3.822000026702881,3.8489999771118164,0
2019-04-09,3.8803000450134277,3.888200044631958,3.8060998916625977,3.845599889755249,0
2019-04-16,3.934499979019165,3.949199914932251,3.8664000034332275,3.870699882507324,0
2019-04-23,3.9291999340057373,4.002600193023682,3.9000000953674316,3.9337000846862793,0
2019-04-30,3.9365999698638916,3.9732000827789307,3.9072000980377197,3.944499969482422,0
2019-05-07,3.959700107574463,4.000800132751465,3.9059998989105225,3.9677999019622803,0
2019-05-14,4.097400188446045,4.11929988861084,3.9688000679016113,3.9890999794006348,0
2019-05-21,4.021200180053711,4.110599994659424,4.00629997253418,4.095099925994873,0
